Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MINI,COOPER S COUPE,TWO-SEATER,0.09333333333333335,0.07692307692307693,M6,Z,0.18560606060606055,0.16265060240963855,0.1772727272727273,0.41379310344827586,0.20657276995305165
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,0.21333333333333332,0.07692307692307693,AV,X,0.18560606060606055,0.2710843373493975,0.21363636363636368,0.3620689655172414,0.24882629107981222
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,0.3866666666666666,0.23076923076923078,AM7,Z,0.3181818181818181,0.35542168674698793,0.33181818181818185,0.24137931034482757,0.4014084507042254
LEXUS,GS 450h,MID-SIZE,0.3466666666666667,0.23076923076923078,AV8,Z,0.14393939393939392,0.17469879518072287,0.1545454545454546,0.46551724137931033,0.18779342723004697
JAGUAR,F-TYPE Convertible,TWO-SEATER,0.28,0.23076923076923078,AS8,Z,0.29166666666666663,0.2710843373493975,0.28636363636363643,0.27586206896551724,0.34272300469483563
MITSUBISHI,ECLIPSE CROSS 4WD,SUV - SMALL,0.08000000000000002,0.07692307692307693,AV8,X,0.20454545454545453,0.29518072289156627,0.23636363636363644,0.32758620689655177,0.2816901408450704
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,0.5866666666666667,0.38461538461538464,A4,X,0.5454545454545454,0.5963855421686746,0.5636363636363637,0.10344827586206895,0.6666666666666666
CADILLAC,XTS Vsport AWD,FULL-SIZE,0.36,0.23076923076923078,AS6,Z,0.4015151515151515,0.35542168674698793,0.3863636363636364,0.1896551724137931,0.45539906103286387
JEEP,COMPASS 4X4,SUV - SMALL,0.2,0.07692307692307693,A6,X,0.2727272727272727,0.2831325301204818,0.2772727272727273,0.29310344827586204,0.3262910798122065
FORD,FOCUS ST,MID-SIZE,0.14666666666666667,0.07692307692307693,M6,X,0.2386363636363636,0.2228915662650602,0.2318181818181818,0.3448275862068965,0.284037558685446
AUDI,Q7,SUV - STANDARD,0.28,0.23076923076923078,AS8,Z,0.41287878787878785,0.4156626506024096,0.41363636363636364,0.1724137931034483,0.488262910798122
BMW,X1 xDRIVE28i,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,Z,0.24242424242424238,0.19277108433734938,0.2272727272727273,0.3448275862068965,0.26525821596244137
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,0.3466666666666667,0.23076923076923078,A6,X,0.32575757575757575,0.3313253012048192,0.3272727272727273,0.24137931034482757,0.3943661971830986
LEXUS,IS 350 AWD,COMPACT,0.3466666666666667,0.23076923076923078,AS6,Z,0.3068181818181818,0.30722891566265054,0.30909090909090914,0.25862068965517243,0.37089201877934275
MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,0.21333333333333332,0.07692307692307693,AS6,X,0.2121212121212121,0.23493975903614459,0.22272727272727277,0.3448275862068965,0.26291079812206575
MINI,COOPER COUNTRYMAN,COMPACT,0.09333333333333335,0.07692307692307693,AS6,Z,0.19696969696969696,0.23493975903614459,0.2090909090909091,0.3620689655172414,0.24413145539906103
BMW,M6 CABRIOLET,SUBCOMPACT,0.4666666666666667,0.38461538461538464,M6,Z,0.4545454545454545,0.4156626506024096,0.440909090909091,0.15517241379310348,0.5352112676056338
VOLKSWAGEN,Beetle Dune,COMPACT,0.14666666666666667,0.07692307692307693,AS6,X,0.18560606060606055,0.17469879518072287,0.18181818181818182,0.41379310344827586,0.2183098591549296
HONDA,CIVIC HATCHBACK,FULL-SIZE,0.08000000000000002,0.07692307692307693,AV7,X,0.14015151515151514,0.15662650602409636,0.1454545454545455,0.4827586206896552,0.1737089201877934
LINCOLN,MKZ AWD,MID-SIZE,0.28,0.23076923076923078,AS6,X,0.3712121212121212,0.31325301204819267,0.35000000000000003,0.22413793103448276,0.42723004694835676
ACURA,ILX,COMPACT,0.14666666666666667,0.07692307692307693,AS5,Z,0.20833333333333326,0.16265060240963855,0.19090909090909097,0.396551724137931,0.22300469483568078
MAZDA,MAZDA5,MINIVAN,0.21333333333333332,0.07692307692307693,M6,X,0.2613636363636363,0.25903614457831325,0.25909090909090915,0.3103448275862069,0.30281690140845063
BUICK,LACROSSE FFV,MID-SIZE,0.36,0.23076923076923078,AS6,E,0.5492424242424241,0.5060240963855421,0.531818181818182,0.12068965517241381,0.38497652582159625
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,0.18666666666666665,0.07692307692307693,AS6,X,0.2803030303030303,0.23493975903614459,0.26363636363636367,0.3103448275862069,0.3098591549295775
LEXUS,IS 350 AWD,COMPACT,0.3466666666666667,0.23076923076923078,AS6,Z,0.31439393939393934,0.30722891566265054,0.31363636363636366,0.25862068965517243,0.3685446009389671
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.3466666666666667,0.23076923076923078,M6,X,0.36363636363636365,0.45783132530120474,0.39545454545454556,0.1896551724137931,0.48122065727699526
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.24621212121212116,0.1987951807228915,0.2272727272727273,0.3448275862068965,0.27699530516431925
HONDA,Fit,STATION WAGON - SMALL,0.08000000000000002,0.07692307692307693,M6,X,0.1477272727272727,0.15662650602409636,0.15000000000000002,0.46551724137931033,0.18309859154929578
KIA,Sorento AWD,SUV - SMALL,0.2,0.07692307692307693,AS6,X,0.2651515151515151,0.3012048192771084,0.2772727272727273,0.29310344827586204,0.34272300469483563
PORSCHE,CAYENNE GTS,SUV - STANDARD,0.52,0.38461538461538464,A8,Z,0.4734848484848484,0.4518072289156626,0.4681818181818182,0.15517241379310348,0.568075117370892
HYUNDAI,Sonata SE,FULL-SIZE,0.2,0.07692307692307693,AS6,X,0.18939393939393934,0.16867469879518068,0.18181818181818182,0.41379310344827586,0.22065727699530516
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.5866666666666667,0.38461538461538464,A8,X,0.41666666666666663,0.4036144578313252,0.4090909090909091,0.1896551724137931,0.5
GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,0.68,0.38461538461538464,A6,E,0.9886363636363634,0.9939759036144576,0.990909090909091,0.0,0.7464788732394366
LAND ROVER,Range Rover Sport Supercharged,SUV - STANDARD,0.5466666666666666,0.38461538461538464,AS8,Z,0.3749999999999999,0.4036144578313252,0.3863636363636364,0.1896551724137931,0.46478873239436613
PORSCHE,911 Carrera Cabriolet,MINICOMPACT,0.28,0.23076923076923078,AM7,Z,0.25,0.25903614457831325,0.2545454545454545,0.3103448275862069,0.3075117370892019
JAGUAR,F-PACE S,SUV - SMALL,0.28,0.23076923076923078,AS8,Z,0.3446969696969697,0.36144578313253006,0.35000000000000003,0.22413793103448276,0.42488262910798125
VOLKSWAGEN,BEETLE DUNE,COMPACT,0.12,0.07692307692307693,AS6,X,0.20833333333333326,0.2108433734939759,0.2090909090909091,0.3620689655172414,0.25117370892018775
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,0.3866666666666666,0.23076923076923078,AM7,Z,0.303030303030303,0.2831325301204818,0.29545454545454547,0.27586206896551724,0.3615023474178404
LEXUS,GX 460,SUV - STANDARD,0.4933333333333333,0.38461538461538464,AS6,Z,0.4469696969696969,0.5361445783132529,0.47727272727272735,0.13793103448275862,0.5751173708920188
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS9,Z,0.2689393939393939,0.23493975903614459,0.2545454545454545,0.3103448275862069,0.312206572769953
CHEVROLET,Corvette Z06,TWO-SEATER,0.7066666666666667,0.38461538461538464,AS8,Z,0.4924242424242423,0.3674698795180722,0.45,0.15517241379310348,0.5516431924882629
MERCEDES-BENZ,S 63 AMG COUPE,COMPACT,0.6133333333333333,0.38461538461538464,AS7,Z,0.43560606060606055,0.3674698795180722,0.41363636363636364,0.1724137931034483,0.488262910798122
BUICK,REGAL eASSIST,MID-SIZE,0.2,0.07692307692307693,AS6,X,0.20454545454545453,0.15060240963855417,0.18636363636363634,0.396551724137931,0.2276995305164319
LEXUS,IS 350 AWD,COMPACT,0.3466666666666667,0.23076923076923078,AS6,Z,0.3181818181818181,0.30722891566265054,0.31363636363636366,0.25862068965517243,0.3685446009389671
SUBARU,WRX AWD,COMPACT,0.14666666666666667,0.07692307692307693,AV8,Z,0.3181818181818181,0.3373493975903613,0.3227272727272727,0.24137931034482757,0.3755868544600939
TOYOTA,Tacoma,PICKUP TRUCK - SMALL,0.24000000000000005,0.07692307692307693,AS6,X,0.2992424242424242,0.3674698795180722,0.3227272727272727,0.24137931034482757,0.392018779342723
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,0.3333333333333333,0.23076923076923078,AM7,Z,0.2765151515151515,0.25903614457831325,0.27272727272727276,0.29310344827586204,0.31924882629107976
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,0.37333333333333335,0.23076923076923078,AS7,Z,0.35606060606060597,0.3192771084337349,0.3454545454545454,0.22413793103448276,0.4061032863849765
MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,0.41333333333333333,0.38461538461538464,A9,Z,0.3522727272727272,0.27710843373493965,0.3272727272727273,0.24137931034482757,0.39671361502347413
BMW,X4 xDrive30i,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,Z,0.25,0.24096385542168672,0.25,0.3103448275862069,0.2981220657276995
BMW,M6 CABRIOLET,SUBCOMPACT,0.4666666666666667,0.38461538461538464,M6,Z,0.4545454545454545,0.4156626506024096,0.440909090909091,0.15517241379310348,0.5352112676056338
FORD,FLEX,SUV - STANDARD,0.3466666666666667,0.23076923076923078,AS6,X,0.3977272727272726,0.37349397590361433,0.39090909090909093,0.1896551724137931,0.4741784037558685
AUDI,A3 QUATTRO,SUBCOMPACT,0.14666666666666667,0.07692307692307693,AM6,X,0.20833333333333326,0.2108433734939759,0.2090909090909091,0.3620689655172414,0.255868544600939
VOLKSWAGEN,JETTA,COMPACT,0.12,0.07692307692307693,AS6,X,0.19318181818181818,0.13855421686746985,0.17272727272727278,0.4310344827586207,0.20187793427230047
MERCEDES-BENZ,C 350 4MATIC,COMPACT,0.3466666666666667,0.23076923076923078,AS7,Z,0.29166666666666663,0.27710843373493965,0.28636363636363643,0.27586206896551724,0.3356807511737089
BMW,X3 xDRIVE28d,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,D,0.16666666666666663,0.17469879518072287,0.17272727272727278,0.4310344827586207,0.2699530516431925
SUBARU,WRX STI AWD,COMPACT,0.21333333333333332,0.07692307692307693,M6,Z,0.3749999999999999,0.39156626506024084,0.3818181818181819,0.20689655172413796,0.4577464788732394
AUDI,A6 QUATTRO,MID-SIZE,0.14666666666666667,0.07692307692307693,AS8,Z,0.25,0.1987951807228915,0.2318181818181818,0.3448275862068965,0.2699530516431925
HYUNDAI,Sonata Hybrid,FULL-SIZE,0.14666666666666667,0.07692307692307693,AM6,X,0.04166666666666666,0.03614457831325299,0.04090909090909095,0.7758620689655171,0.04929577464788734
DODGE,DURANGO AWD,SUV - STANDARD,0.36,0.23076923076923078,A8,X,0.3219696969696969,0.3373493975903613,0.3272727272727273,0.24137931034482757,0.39671361502347413
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,0.28,0.23076923076923078,A8,D,0.3068181818181818,0.28915662650602403,0.3045454545454546,0.25862068965517243,0.45305164319248825
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,0.28,0.23076923076923078,AS8,Z,0.2727272727272727,0.2289156626506024,0.25909090909090915,0.3103448275862069,0.3098591549295775
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,0.5466666666666666,0.38461538461538464,AS10,E,0.5984848484848484,0.6987951807228915,0.6318181818181818,0.08620689655172414,0.47887323943661975
CADILLAC,Escalade 4WD,SUV - STANDARD,0.7066666666666667,0.38461538461538464,A10,Z,0.4696969696969697,0.4156626506024096,0.45,0.15517241379310348,0.5446009389671361
BUICK,ENCORE,SUV - SMALL,0.06666666666666665,0.07692307692307693,AS6,X,0.20075757575757575,0.19277108433734938,0.2,0.37931034482758624,0.23474178403755872
TOYOTA,COROLLA,MID-SIZE,0.12,0.07692307692307693,AV,X,0.1515151515151515,0.13253012048192772,0.1454545454545455,0.4827586206896552,0.16901408450704228
HONDA,HR-V,STATION WAGON - SMALL,0.12,0.07692307692307693,AV,X,0.15909090909090906,0.18072289156626506,0.1681818181818182,0.4310344827586207,0.1995305164319249
MITSUBISHI,MIRAGE,COMPACT,0.04000000000000001,0.0,AV,X,0.08333333333333334,0.09036144578313252,0.08636363636363636,0.6206896551724137,0.1056338028169014
PORSCHE,CAYENNE S,SUV - STANDARD,0.52,0.38461538461538464,A8,Z,0.428030303030303,0.4036144578313252,0.41363636363636364,0.1724137931034483,0.5023474178403756
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,0.09333333333333335,0.07692307692307693,AS6,X,0.25,0.24096385542168672,0.24545454545454548,0.32758620689655177,0.2863849765258216
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,0.21333333333333332,0.07692307692307693,M6,X,0.19318181818181818,0.17469879518072287,0.18636363636363634,0.396551724137931,0.23004694835680753
PORSCHE,911 CARRERA S,MINICOMPACT,0.3866666666666666,0.23076923076923078,AM7,Z,0.29166666666666663,0.2831325301204818,0.29090909090909095,0.27586206896551724,0.3497652582159624
BMW,430i xDrive Coupe,COMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.2537878787878788,0.2108433734939759,0.24090909090909096,0.32758620689655177,0.28873239436619713
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,0.21333333333333332,0.07692307692307693,A6,X,0.2992424242424242,0.31325301204819267,0.3045454545454546,0.25862068965517243,0.3661971830985915
BMW,M4 CABRIOLET,SUBCOMPACT,0.28,0.23076923076923078,AM7,Z,0.3749999999999999,0.34337349397590355,0.3636363636363637,0.20689655172413796,0.42723004694835676
JEEP,COMPASS,SUV - SMALL,0.2,0.07692307692307693,M5,X,0.22727272727272724,0.253012048192771,0.23636363636363644,0.32758620689655177,0.2863849765258216
CADILLAC,CTS Vsport,MID-SIZE,0.36,0.23076923076923078,AS8,Z,0.40909090909090906,0.35542168674698793,0.39090909090909093,0.1896551724137931,0.4741784037558685
KIA,NIRO,STATION WAGON - SMALL,0.09333333333333335,0.07692307692307693,AM6,X,0.015151515151515138,0.06626506024096382,0.03181818181818183,0.8275862068965516,0.04225352112676059
KIA,NIRO FE,STATION WAGON - SMALL,0.09333333333333335,0.07692307692307693,AM6,X,0.011363636363636354,0.04819277108433731,0.02727272727272731,0.8448275862068966,0.03286384976525822
BMW,X6 xDrive50i,SUV - STANDARD,0.4666666666666667,0.38461538461538464,AS8,Z,0.38257575757575757,0.3975903614457831,0.3863636363636364,0.1896551724137931,0.46478873239436613
INFINITI,Q50 AWD,MID-SIZE,0.37333333333333335,0.23076923076923078,AS7,Z,0.31439393939393934,0.2831325301204818,0.3045454545454546,0.25862068965517243,0.35680751173708913
BMW,M4 Cabriolet,SUBCOMPACT,0.28,0.23076923076923078,AM7,Z,0.39015151515151514,0.39156626506024084,0.39090909090909093,0.1896551724137931,0.4765258215962441
ACURA,TLX,COMPACT,0.2,0.07692307692307693,AM8,Z,0.21969696969696967,0.1867469879518072,0.2090909090909091,0.3620689655172414,0.255868544600939
FORD,FLEX AWD,SUV - STANDARD,0.3466666666666667,0.23076923076923078,AS6,X,0.3977272727272726,0.4036144578313252,0.4000000000000001,0.1896551724137931,0.4859154929577465
AUDI,A4,COMPACT,0.14666666666666667,0.07692307692307693,AV8,Z,0.21590909090909088,0.21686746987951802,0.21818181818181825,0.3620689655172414,0.255868544600939
SMART,FORTWO CABRIOLET,TWO-SEATER,0.013333333333333336,0.0,AM5,Z,0.09848484848484845,0.13253012048192772,0.10909090909090913,0.5517241379310345,0.12676056338028172
CADILLAC,XT6 AWD,SUV - SMALL,0.36,0.23076923076923078,AS9,X,0.3522727272727272,0.34337349397590355,0.35000000000000003,0.22413793103448276,0.42488262910798125
HONDA,Civic Hatchback,FULL-SIZE,0.08000000000000002,0.07692307692307693,AV,X,0.13257575757575757,0.12048192771084335,0.12727272727272732,0.5172413793103448,0.15492957746478872
LINCOLN,MKZ Hybrid,MID-SIZE,0.14666666666666667,0.07692307692307693,AV,X,0.049242424242424254,0.10240963855421689,0.06818181818181818,0.6724137931034482,0.08215962441314553
VOLKSWAGEN,Tiguan,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,X,0.2386363636363636,0.24698795180722885,0.24090909090909096,0.32758620689655177,0.2934272300469484
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,0.5466666666666666,0.38461538461538464,AS6,X,0.4204545454545454,0.3975903614457831,0.41363636363636364,0.1724137931034483,0.5
LINCOLN,MKS AWD,FULL-SIZE,0.37333333333333335,0.23076923076923078,AS6,X,0.33712121212121204,0.3012048192771084,0.3227272727272727,0.24137931034482757,0.380281690140845
PORSCHE,911 Carrera 4 GTS,MINICOMPACT,0.28,0.23076923076923078,AM7,Z,0.28787878787878785,0.31325301204819267,0.29545454545454547,0.27586206896551724,0.35680751173708913
LAND ROVER,Range Rover Evoque,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS9,Z,0.2537878787878788,0.24096385542168672,0.25,0.3103448275862069,0.30281690140845063
INFINITI,Q50 HYBRID,COMPACT,0.3466666666666667,0.23076923076923078,AS7,Z,0.1515151515151515,0.16265060240963855,0.1545454545454546,0.46551724137931033,0.1784037558685446
CADILLAC,ATS-V,COMPACT,0.36,0.23076923076923078,AS8,Z,0.36742424242424243,0.32530120481927705,0.35454545454545455,0.22413793103448276,0.4295774647887324
CHEVROLET,CAMARO SS,COMPACT,0.7066666666666667,0.38461538461538464,M6,Z,0.40909090909090906,0.35542168674698793,0.39090909090909093,0.1896551724137931,0.460093896713615
LAMBORGHINI,AVENTADOR S ROADSTER,TWO-SEATER,0.7466666666666667,0.6923076923076923,AM7,Z,0.7575757575757575,0.6325301204819276,0.7136363636363636,0.051724137931034475,0.8638497652582159
AUDI,R8,TWO-SEATER,0.5733333333333334,0.5384615384615385,M6,Z,0.5946969696969695,0.4819277108433734,0.5590909090909091,0.10344827586206895,0.6596244131455399
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,0.5866666666666667,0.38461538461538464,A6,X,0.43560606060606055,0.47590361445783125,0.45,0.15517241379310348,0.5469483568075117
LINCOLN,Continental AWD,FULL-SIZE,0.28,0.23076923076923078,AS6,X,0.39015151515151514,0.3493975903614458,0.37272727272727285,0.20689655172413796,0.45305164319248825
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,0.6133333333333333,0.38461538461538464,AS7,Z,0.5984848484848484,0.7590361445783133,0.6545454545454545,0.06896551724137934,0.7535211267605634
DODGE,CHARGER (MDS),FULL-SIZE,0.64,0.38461538461538464,A5,X,0.43939393939393934,0.31325301204819267,0.39545454545454556,0.1896551724137931,0.46478873239436613
KIA,SOUL,STATION WAGON - SMALL,0.09333333333333335,0.07692307692307693,AM7,X,0.18560606060606055,0.2228915662650602,0.2,0.37931034482758624,0.24178403755868547
CHEVROLET,CAMARO,COMPACT,0.7066666666666667,0.38461538461538464,M6,Z,0.40909090909090906,0.35542168674698793,0.39090909090909093,0.1896551724137931,0.460093896713615
BENTLEY,CONTINENTAL GT,SUBCOMPACT,0.68,0.6923076923076923,AS8,Z,0.553030303030303,0.4518072289156626,0.5181818181818183,0.12068965517241381,0.6103286384976526
MINI,JOHN COOPER WORKS,SUBCOMPACT,0.14666666666666667,0.07692307692307693,AS6,Z,0.19696969696969696,0.2108433734939759,0.2,0.37931034482758624,0.24178403755868547
PORSCHE,911 TURBO S,MINICOMPACT,0.3866666666666666,0.23076923076923078,AM7,Z,0.3181818181818181,0.35542168674698793,0.33181818181818185,0.24137931034482757,0.39906103286384975
GMC,YUKON 4WD,SUV - STANDARD,0.7066666666666667,0.38461538461538464,A8,Z,0.4431818181818181,0.42771084337349385,0.440909090909091,0.15517241379310348,0.5328638497652582
TOYOTA,Corolla,COMPACT,0.12,0.07692307692307693,M6,X,0.14393939393939392,0.12048192771084335,0.13636363636363635,0.5,0.16197183098591547
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,0.2,0.07692307692307693,AV6,X,0.21590909090909088,0.24698795180722885,0.2272727272727273,0.3448275862068965,0.26525821596244137
BMW,430i xDRIVE COUPE,COMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.2386363636363636,0.20481927710843376,0.2272727272727273,0.3448275862068965,0.27464788732394363
FORD,ESCAPE AWD,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS6,X,0.2727272727272727,0.2650602409638554,0.27272727272727276,0.29310344827586204,0.31924882629107976
GMC,YUKON XL FFV,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,E,0.5909090909090908,0.5963855421686746,0.5954545454545455,0.08620689655172414,0.4436619718309859
BUICK,ENCLAVE,SUV - STANDARD,0.36,0.23076923076923078,AS9,X,0.32954545454545453,0.3012048192771084,0.3227272727272727,0.24137931034482757,0.392018779342723
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,E,0.5568181818181817,0.6144578313253011,0.5772727272727274,0.10344827586206895,0.4061032863849765
BMW,428i COUPE,COMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.2348484848484848,0.16265060240963855,0.2090909090909091,0.3620689655172414,0.24413145539906103
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,0.7066666666666667,0.38461538461538464,A10,Z,0.4772727272727272,0.5602409638554217,0.5045454545454546,0.13793103448275862,0.6126760563380281
FORD,F-150,PICKUP TRUCK - STANDARD,0.24000000000000005,0.23076923076923078,AS10,X,0.2954545454545454,0.3012048192771084,0.29545454545454547,0.27586206896551724,0.35915492957746475
PORSCHE,911 GT3 RS,TWO-SEATER,0.41333333333333333,0.23076923076923078,AM7,Z,0.4507575757575758,0.49397590361445776,0.4681818181818182,0.15517241379310348,0.5610328638497653
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,0.21333333333333332,0.07692307692307693,M6,X,0.20454545454545453,0.18072289156626506,0.1954545454545455,0.396551724137931,0.23943661971830985
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,0.5466666666666666,0.38461538461538464,AS10,E,0.6477272727272727,0.795180722891566,0.7,0.051724137931034475,0.5328638497652582
FORD,FOCUS (Start/Stop),COMPACT,0.013333333333333336,0.0,M6,X,0.14015151515151514,0.11445783132530121,0.13181818181818183,0.5,0.1596244131455399
HYUNDAI,Venue,MID-SIZE,0.09333333333333335,0.07692307692307693,M6,X,0.16666666666666663,0.16867469879518068,0.1681818181818182,0.4310344827586207,0.20657276995305165
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,0.24000000000000005,0.07692307692307693,A4,X,0.303030303030303,0.3192771084337349,0.30909090909090914,0.25862068965517243,0.363849765258216
CHEVROLET,TAHOE,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,X,0.41287878787878785,0.3855421686746987,0.4045454545454546,0.1896551724137931,0.49061032863849763
LAND ROVER,Range Rover Sport SVR,SUV - STANDARD,0.5466666666666666,0.38461538461538464,AS8,Z,0.4545454545454545,0.4819277108433734,0.4636363636363637,0.15517241379310348,0.5633802816901409
CADILLAC,ATS,COMPACT,0.21333333333333332,0.07692307692307693,AS8,X,0.24242424242424238,0.1987951807228915,0.2272727272727273,0.3448275862068965,0.27699530516431925
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,X,0.43560606060606055,0.4819277108433734,0.45454545454545453,0.15517241379310348,0.5516431924882629
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,0.21333333333333332,0.07692307692307693,A5,X,0.35606060606060597,0.3855421686746987,0.3636363636363637,0.20689655172413796,0.4436619718309859
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,0.7066666666666667,0.38461538461538464,A8,Z,0.4431818181818181,0.433734939759036,0.440909090909091,0.15517241379310348,0.5352112676056338
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,0.68,0.38461538461538464,A6,X,0.6818181818181817,0.6686746987951806,0.6772727272727272,0.06896551724137934,0.8004694835680751
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,0.2533333333333333,0.07692307692307693,A6,D,0.2954545454545454,0.253012048192771,0.2818181818181819,0.27586206896551724,0.42488262910798125
SUBARU,WRX AWD,COMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.2689393939393939,0.2710843373493975,0.26818181818181824,0.29310344827586204,0.3262910798122065
FORD,FUSION,MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,X,0.2386363636363636,0.1867469879518072,0.22272727272727277,0.3448275862068965,0.2605633802816901
LEXUS,UX 250h AWD,COMPACT,0.14666666666666667,0.07692307692307693,AV6,X,0.05681818181818182,0.13253012048192772,0.08636363636363636,0.6206896551724137,0.10328638497652584
LAND ROVER,Range Rover Velar SVAutobiography Dynamic,SUV - SMALL,0.5466666666666666,0.38461538461538464,AS8,Z,0.41666666666666663,0.4518072289156626,0.4272727272727273,0.1724137931034483,0.5211267605633803
FORD,Mustang (Performance Pkg),SUBCOMPACT,0.18666666666666665,0.07692307692307693,M6,X,0.28787878787878785,0.2831325301204818,0.28636363636363643,0.27586206896551724,0.3474178403755869
VOLKSWAGEN,GOLF GTI,COMPACT,0.14666666666666667,0.07692307692307693,M6,X,0.20454545454545453,0.19277108433734938,0.2,0.37931034482758624,0.24178403755868547
FORD,EDGE,SUV - SMALL,0.3466666666666667,0.23076923076923078,AS6,X,0.3522727272727272,0.30722891566265054,0.33636363636363636,0.24137931034482757,0.4084507042253521
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,0.12,0.07692307692307693,M6,X,0.2613636363636363,0.2289156626506024,0.25,0.3103448275862069,0.30281690140845063
MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,0.14666666666666667,0.07692307692307693,AM7,Z,0.23106060606060608,0.2289156626506024,0.2272727272727273,0.3448275862068965,0.27934272300469476
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,E,0.6628787878787877,0.6204819277108433,0.6499999999999999,0.06896551724137934,0.49061032863849763
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,0.36,0.23076923076923078,A8,X,0.3712121212121212,0.35542168674698793,0.3681818181818182,0.20689655172413796,0.4460093896713615
MASERATI,Levante,SUV - STANDARD,0.28,0.23076923076923078,AS8,Z,0.4431818181818181,0.42771084337349385,0.43636363636363634,0.1724137931034483,0.5352112676056338
KIA,SPORTAGE,SUV - SMALL,0.2,0.07692307692307693,A6,X,0.2727272727272727,0.25903614457831325,0.26818181818181824,0.29310344827586204,0.3145539906103286
HONDA,ODYSSEY,MINIVAN,0.3466666666666667,0.23076923076923078,A6,X,0.3068181818181818,0.2710843373493975,0.29545454545454547,0.27586206896551724,0.3474178403755869
CHEVROLET,SONIC 5,STATION WAGON - SMALL,0.06666666666666665,0.07692307692307693,AS6,X,0.18181818181818177,0.16867469879518068,0.1772727272727273,0.41379310344827586,0.21596244131455397
NISSAN,ALTIMA,MID-SIZE,0.21333333333333332,0.07692307692307693,AV,X,0.17424242424242425,0.12048192771084335,0.1545454545454546,0.46551724137931033,0.18779342723004697
