Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BMW,440i Coupe,COMPACT,0.28,0.23076923076923078,AS8,Z,0.2651515151515151,0.1987951807228915,0.24090909090909096,0.32758620689655177,0.3075117370892019
FORD,TAURUS FFV,FULL-SIZE,0.3466666666666667,0.23076923076923078,AS6,X,0.2992424242424242,0.24698795180722885,0.2818181818181819,0.27586206896551724,0.33098591549295775
FORD,FIESTA,SUBCOMPACT,0.09333333333333335,0.07692307692307693,AS6,X,0.16287878787878785,0.15060240963855417,0.15909090909090912,0.44827586206896547,0.18544600938967135
AUDI,S5 Cabriolet,SUBCOMPACT,0.28,0.23076923076923078,AS8,Z,0.2727272727272727,0.253012048192771,0.26363636363636367,0.3103448275862069,0.323943661971831
HYUNDAI,Veloster,COMPACT,0.14666666666666667,0.07692307692307693,AS6,X,0.18560606060606055,0.1867469879518072,0.18636363636363634,0.396551724137931,0.2276995305164319
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,0.28,0.23076923076923078,AM7,Z,0.25,0.2650602409638554,0.2545454545454545,0.3103448275862069,0.3098591549295775
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,X,0.3787878787878787,0.4036144578313252,0.3863636363636364,0.1896551724137931,0.4694835680751174
DODGE,Challenger,MID-SIZE,0.7333333333333334,0.38461538461538464,M6,Z,0.4734848484848484,0.3855421686746987,0.4454545454545455,0.15517241379310348,0.5375586854460094
JEEP,RENEGADE FFV,SUV - SMALL,0.2,0.07692307692307693,A9,E,0.38636363636363635,0.37349397590361433,0.3818181818181819,0.20689655172413796,0.2582159624413145
CHEVROLET,CAMARO ZL1,SUBCOMPACT,0.7066666666666667,0.38461538461538464,M6,Z,0.4924242424242423,0.4819277108433734,0.490909090909091,0.13793103448275862,0.5938967136150235
FORD,EXPLORER,SUV - STANDARD,0.14666666666666667,0.07692307692307693,A6,X,0.29166666666666663,0.2710843373493975,0.28636363636363643,0.27586206896551724,0.3356807511737089
PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,0.28,0.23076923076923078,AM8,Z,0.2689393939393939,0.27710843373493965,0.27272727272727276,0.29310344827586204,0.3262910798122065
INFINITI,QX80 4WD,SUV - STANDARD,0.6266666666666666,0.38461538461538464,AS7,Z,0.5151515151515151,0.5,0.5090909090909093,0.12068965517241381,0.6197183098591549
HYUNDAI,SONATA HYBRID SE,MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,X,0.06818181818181818,0.0783132530120482,0.07272727272727275,0.6724137931034482,0.09624413145539909
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,0.3466666666666667,0.23076923076923078,M6,X,0.36363636363636365,0.4457831325301205,0.39090909090909093,0.1896551724137931,0.4765258215962441
DODGE,Charger,FULL-SIZE,0.36,0.23076923076923078,A8,X,0.31060606060606055,0.2289156626506024,0.2818181818181819,0.27586206896551724,0.34272300469483563
JEEP,Wrangler 4X4,SUV - SMALL,0.14666666666666667,0.07692307692307693,A8,X,0.24621212121212116,0.3493975903614458,0.2818181818181819,0.27586206896551724,0.3403755868544601
FORD,F-150,PICKUP TRUCK - STANDARD,0.3466666666666667,0.23076923076923078,AS10,X,0.35606060606060597,0.3674698795180722,0.35909090909090907,0.22413793103448276,0.43661971830985913
NISSAN,Maxima,MID-SIZE,0.3466666666666667,0.23076923076923078,AV7,Z,0.2803030303030303,0.23493975903614459,0.26363636363636367,0.3103448275862069,0.3215962441314554
BMW,Z4 sDRIVE35is,TWO-SEATER,0.28,0.23076923076923078,AM7,Z,0.35984848484848475,0.36144578313253006,0.3636363636363637,0.20689655172413796,0.43661971830985913
CHEVROLET,MALIBU LIMITED,MID-SIZE,0.21333333333333332,0.07692307692307693,AS6,X,0.21969696969696967,0.18072289156626506,0.20454545454545459,0.37931034482758624,0.24882629107981222
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,0.36,0.23076923076923078,A5,X,0.3977272727272726,0.46385542168674687,0.4227272727272728,0.1724137931034483,0.5093896713615024
FIAT,124 Spider,TWO-SEATER,0.06666666666666665,0.07692307692307693,M6,X,0.18181818181818177,0.16265060240963855,0.17272727272727278,0.4310344827586207,0.20892018779342722
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,0.41333333333333333,0.38461538461538464,A9,Z,0.3712121212121212,0.2831325301204818,0.3409090909090909,0.22413793103448276,0.41079812206572763
GMC,TERRAIN,SUV - SMALL,0.36,0.23076923076923078,A6,X,0.36742424242424243,0.3373493975903613,0.35909090909090907,0.22413793103448276,0.4225352112676056
CADILLAC,CTS COUPE AWD,MID-SIZE,0.36,0.23076923076923078,AS6,X,0.3446969696969697,0.3012048192771084,0.33181818181818185,0.24137931034482757,0.3896713615023474
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,0.64,0.38461538461538464,A6,X,0.5492424242424241,0.5602409638554217,0.5545454545454547,0.10344827586206895,0.6713615023474179
GMC,Yukon 4WD,SUV - STANDARD,0.7066666666666667,0.38461538461538464,A10,Z,0.46590909090909083,0.4156626506024096,0.4454545454545455,0.15517241379310348,0.5422535211267605
LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,0.28,0.23076923076923078,AS8,Z,0.3181818181818181,0.3373493975903613,0.3272727272727273,0.24137931034482757,0.3943661971830986
TOYOTA,Camry TRD,MID-SIZE,0.3466666666666667,0.23076923076923078,AS8,X,0.25,0.21686746987951802,0.24090909090909096,0.32758620689655177,0.29107981220657275
PORSCHE,911 TARGA 4S,MINICOMPACT,0.3866666666666666,0.23076923076923078,M7,Z,0.33712121212121204,0.31325301204819267,0.33181818181818185,0.24137931034482757,0.3896713615023474
NISSAN,MICRA,COMPACT,0.09333333333333335,0.07692307692307693,M5,X,0.16666666666666663,0.15662650602409636,0.1636363636363637,0.44827586206896547,0.20187793427230047
PORSCHE,CAYENNE TURBO,SUV - STANDARD,0.52,0.38461538461538464,A8,Z,0.45833333333333326,0.4216867469879517,0.4454545454545455,0.15517241379310348,0.539906103286385
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.31999999999999995,0.23076923076923078,AS6,X,0.32575757575757575,0.37349397590361433,0.3409090909090909,0.22413793103448276,0.4154929577464789
BMW,428i xDRIVE GRAN COUPE,COMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.2386363636363636,0.17469879518072287,0.21818181818181825,0.3620689655172414,0.26525821596244137
BMW,M240i xDRIVE COUPE,SUBCOMPACT,0.28,0.23076923076923078,AS8,Z,0.2651515151515151,0.2289156626506024,0.2545454545454545,0.3103448275862069,0.3075117370892019
CHEVROLET,SONIC,COMPACT,0.06666666666666665,0.07692307692307693,AS6,X,0.17424242424242425,0.15662650602409636,0.1681818181818182,0.4310344827586207,0.20657276995305165
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,0.5466666666666666,0.38461538461538464,M6,X,0.4734848484848484,0.37349397590361433,0.440909090909091,0.15517241379310348,0.5352112676056338
MAZDA,CX-5,SUV - SMALL,0.21333333333333332,0.07692307692307693,AS6,X,0.20833333333333326,0.2289156626506024,0.21363636363636368,0.3620689655172414,0.2582159624413145
LEXUS,GX 460,SUV - STANDARD,0.4933333333333333,0.38461538461538464,AS6,Z,0.43560606060606055,0.46385542168674687,0.4454545454545455,0.15517241379310348,0.5258215962441314
GMC,TERRAIN AWD,SUV - SMALL,0.2,0.07692307692307693,A6,X,0.2765151515151515,0.253012048192771,0.26818181818181824,0.29310344827586204,0.3145539906103286
MINI,COOPER CONVERTIBLE,MINICOMPACT,0.08000000000000002,0.0,AS6,Z,0.17045454545454541,0.15662650602409636,0.1636363636363637,0.44827586206896547,0.1995305164319249
SUBARU,WRX AWD,COMPACT,0.14666666666666667,0.07692307692307693,AV8,Z,0.3181818181818181,0.3373493975903613,0.3227272727272727,0.24137931034482757,0.3755868544600939
RAM,1500 HFE,PICKUP TRUCK - STANDARD,0.36,0.23076923076923078,A8,X,0.32954545454545453,0.3192771084337349,0.3272727272727273,0.24137931034482757,0.38497652582159625
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,0.3466666666666667,0.23076923076923078,AS7,E,0.5151515151515151,0.5903614457831324,0.540909090909091,0.12068965517241381,0.3755868544600939
FORD,T-150 WAGON FFV,VAN - PASSENGER,0.37333333333333335,0.23076923076923078,AS6,X,0.4696969696969697,0.5180722891566264,0.4863636363636364,0.13793103448275862,0.5727699530516431
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,0.28,0.23076923076923078,A9,Z,0.3068181818181818,0.2710843373493975,0.29545454545454547,0.27586206896551724,0.33098591549295775
BUICK,ENVISION AWD,SUV - SMALL,0.21333333333333332,0.07692307692307693,A6,X,0.2613636363636363,0.27710843373493965,0.26818181818181824,0.29310344827586204,0.323943661971831
PORSCHE,BOXSTER,TWO-SEATER,0.14666666666666667,0.07692307692307693,M6,Z,0.25757575757575757,0.25903614457831325,0.25909090909090915,0.3103448275862069,0.312206572769953
MAZDA,Mazda3 4-Door (SIL),COMPACT,0.14666666666666667,0.07692307692307693,M6,X,0.17045454545454541,0.14457831325301204,0.1636363636363637,0.44827586206896547,0.19718309859154928
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,0.5866666666666667,0.38461538461538464,A6,E,0.6363636363636362,0.6626506024096385,0.6454545454545455,0.06896551724137934,0.5
VOLVO,S60 T6,COMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.24242424242424238,0.2228915662650602,0.23636363636363644,0.32758620689655177,0.2863849765258216
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,0.09333333333333335,0.07692307692307693,M6,Z,0.18560606060606055,0.16265060240963855,0.1772727272727273,0.41379310344827586,0.20657276995305165
DODGE,CHARGER FFV,FULL-SIZE,0.36,0.23076923076923078,A8,X,0.31060606060606055,0.2228915662650602,0.2818181818181819,0.27586206896551724,0.33098591549295775
CHRYSLER,300 FFV,FULL-SIZE,0.36,0.23076923076923078,A8,X,0.31060606060606055,0.2228915662650602,0.2818181818181819,0.27586206896551724,0.33098591549295775
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.2348484848484848,0.2228915662650602,0.2318181818181818,0.3448275862068965,0.2723004694835681
INFINITI,QX70 AWD,SUV - SMALL,0.37333333333333335,0.23076923076923078,AS7,Z,0.3939393939393939,0.4036144578313252,0.39545454545454556,0.1896551724137931,0.46478873239436613
TOYOTA,86,MINICOMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.2651515151515151,0.25903614457831325,0.26363636363636367,0.3103448275862069,0.31924882629107976
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,0.3466666666666667,0.23076923076923078,AS6,X,0.4015151515151515,0.3855421686746987,0.39545454545454556,0.1896551724137931,0.46478873239436613
PORSCHE,911 CARRERA S,MINICOMPACT,0.3866666666666666,0.23076923076923078,M7,Z,0.3181818181818181,0.27710843373493965,0.3045454545454546,0.25862068965517243,0.35680751173708913
CHEVROLET,TAHOE FFV,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,E,0.5984848484848484,0.5722891566265059,0.590909090909091,0.10344827586206895,0.44131455399061026
BMW,M4 Cabriolet Competition,SUBCOMPACT,0.28,0.23076923076923078,AM7,Z,0.39015151515151514,0.39156626506024084,0.39090909090909093,0.1896551724137931,0.4765258215962441
BMW,428i GRAN COUPE,COMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.2348484848484848,0.1867469879518072,0.21818181818181825,0.3620689655172414,0.255868544600939
RAM,1500 4X4,PICKUP TRUCK - STANDARD,0.64,0.38461538461538464,A8,X,0.4507575757575758,0.4518072289156626,0.45,0.15517241379310348,0.5446009389671361
LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS9,Z,0.2651515151515151,0.253012048192771,0.25909090909090915,0.3103448275862069,0.31690140845070425
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,0.4933333333333333,0.38461538461538464,AS6,X,0.4431818181818181,0.5,0.4636363636363637,0.15517241379310348,0.5469483568075117
GMC,SIERRA,PICKUP TRUCK - STANDARD,0.5866666666666667,0.38461538461538464,A6,E,0.5795454545454545,0.5843373493975902,0.5818181818181818,0.10344827586206895,0.4084507042253521
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,0.21333333333333332,0.07692307692307693,A5,X,0.35984848484848475,0.3975903614457831,0.37272727272727285,0.20689655172413796,0.43896713615023475
LINCOLN,MKZ HYBRID,MID-SIZE,0.14666666666666667,0.07692307692307693,AV,X,0.07575757575757575,0.14457831325301204,0.10000000000000003,0.5862068965517242,0.11502347417840378
GENESIS,G80 AWD,FULL-SIZE,0.5466666666666666,0.38461538461538464,AS8,Z,0.43181818181818177,0.3855421686746987,0.41363636363636364,0.1724137931034483,0.5070422535211268
MASERATI,Quattroporte S,FULL-SIZE,0.28,0.23076923076923078,AS8,Z,0.3749999999999999,0.3493975903614458,0.3681818181818182,0.20689655172413796,0.4460093896713615
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,0.41333333333333333,0.23076923076923078,A5,X,0.43560606060606055,0.43975903614457823,0.43636363636363634,0.1724137931034483,0.5140845070422535
HONDA,CR-V AWD,SUV - SMALL,0.2,0.07692307692307693,AV,X,0.20075757575757575,0.2108433734939759,0.20454545454545459,0.37931034482758624,0.24882629107981222
ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,0.26666666666666666,0.23076923076923078,A8,Z,0.36363636363636365,0.3373493975903613,0.35454545454545455,0.22413793103448276,0.431924882629108
VOLVO,S60 T5 AWD,COMPACT,0.14666666666666667,0.07692307692307693,AS8,X,0.24621212121212116,0.2289156626506024,0.24090909090909096,0.32758620689655177,0.28873239436619713
SUBARU,Legacy AWD,MID-SIZE,0.21333333333333332,0.07692307692307693,AV7,X,0.19318181818181818,0.18072289156626506,0.18636363636363634,0.396551724137931,0.2276995305164319
MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,0.7066666666666667,0.38461538461538464,AM7,Z,0.5265151515151515,0.5180722891566264,0.5227272727272727,0.12068965517241381,0.6173708920187794
BMW,M4 Coupe Competition,COMPACT,0.28,0.23076923076923078,M6,Z,0.3484848484848484,0.3373493975903613,0.3454545454545454,0.22413793103448276,0.4154929577464789
AUDI,A3 Cabriolet quattro,SUBCOMPACT,0.14666666666666667,0.07692307692307693,AM7,X,0.25,0.24096385542168672,0.24545454545454548,0.32758620689655177,0.3004694835680751
CHRYSLER,300,FULL-SIZE,0.36,0.23076923076923078,A8,X,0.31060606060606055,0.2228915662650602,0.2818181818181819,0.27586206896551724,0.3380281690140845
MINI,COOPER S CLUBMAN,MID-SIZE,0.14666666666666667,0.07692307692307693,M6,Z,0.24242424242424238,0.20481927710843376,0.2318181818181818,0.3448275862068965,0.27934272300469476
DODGE,CHARGER AWD FFV,FULL-SIZE,0.36,0.23076923076923078,A8,X,0.32575757575757575,0.2831325301204818,0.31363636363636366,0.25862068965517243,0.380281690140845
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,0.41333333333333333,0.23076923076923078,A5,X,0.3977272727272726,0.37349397590361433,0.39090909090909093,0.1896551724137931,0.460093896713615
INFINITI,QX60 AWD,SUV - SMALL,0.3466666666666667,0.23076923076923078,AV,Z,0.3068181818181818,0.3192771084337349,0.31363636363636366,0.25862068965517243,0.3685446009389671
FORD,TAURUS AWD,FULL-SIZE,0.3466666666666667,0.23076923076923078,AS6,X,0.3977272727272726,0.3493975903614458,0.3818181818181819,0.20689655172413796,0.4624413145539906
NISSAN,SENTRA NISMO,MID-SIZE,0.09333333333333335,0.07692307692307693,AV7,Z,0.19696969696969696,0.2289156626506024,0.2090909090909091,0.3620689655172414,0.255868544600939
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,0.3466666666666667,0.23076923076923078,AS10,X,0.43181818181818177,0.5542168674698794,0.4727272727272727,0.13793103448275862,0.5704225352112676
HONDA,Civic Hatchback,FULL-SIZE,0.08000000000000002,0.07692307692307693,AV7,X,0.14015151515151514,0.15662650602409636,0.1454545454545455,0.4827586206896552,0.1737089201877934
MERCEDES-BENZ,SLC 300,TWO-SEATER,0.14666666666666667,0.07692307692307693,A9,Z,0.21969696969696967,0.1987951807228915,0.21363636363636368,0.3620689655172414,0.255868544600939
LINCOLN,CONTINENTAL AWD,FULL-SIZE,0.37333333333333335,0.23076923076923078,AS6,X,0.38257575757575757,0.34337349397590355,0.3681818181818182,0.20689655172413796,0.4483568075117371
MERCEDES-BENZ,AMG C 63,COMPACT,0.41333333333333333,0.38461538461538464,AS7,Z,0.3484848484848484,0.3373493975903613,0.3454545454545454,0.22413793103448276,0.4037558685446009
DODGE,DART,MID-SIZE,0.2,0.07692307692307693,M6,X,0.2386363636363636,0.16265060240963855,0.21363636363636368,0.3620689655172414,0.255868544600939
VOLKSWAGEN,PASSAT,MID-SIZE,0.12,0.07692307692307693,A6,X,0.21590909090909088,0.17469879518072287,0.20454545454545459,0.37931034482758624,0.23943661971830985
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,0.09333333333333335,0.07692307692307693,AV8,Z,0.19696969696969696,0.24698795180722885,0.21363636363636368,0.3620689655172414,0.24882629107981222
DODGE,DART FFV,MID-SIZE,0.14666666666666667,0.07692307692307693,A6,X,0.21590909090909088,0.18072289156626506,0.20454545454545459,0.37931034482758624,0.24647887323943665
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,0.12,0.07692307692307693,AM6,X,0.24621212121212116,0.24096385542168672,0.24090909090909096,0.32758620689655177,0.29107981220657275
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,X,0.3484848484848484,0.35542168674698793,0.35000000000000003,0.22413793103448276,0.41079812206572763
AUDI,RS 7,MID-SIZE,0.41333333333333333,0.38461538461538464,AS8,Z,0.4696969696969697,0.32530120481927705,0.41818181818181827,0.1724137931034483,0.5093896713615024
LINCOLN,Nautilus,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,X,0.2954545454545454,0.3373493975903613,0.3,0.25862068965517243,0.3615023474178404
SUBARU,CROSSTREK AWD,SUV - SMALL,0.14666666666666667,0.07692307692307693,M5,X,0.23106060606060608,0.2289156626506024,0.2318181818181818,0.3448275862068965,0.2816901408450704
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,0.14666666666666667,0.07692307692307693,AS8,Z,0.24242424242424238,0.21686746987951802,0.23636363636363644,0.32758620689655177,0.2816901408450704
BUICK,Enclave,SUV - STANDARD,0.36,0.23076923076923078,A9,X,0.33333333333333326,0.30722891566265054,0.3227272727272727,0.24137931034482757,0.392018779342723
CHEVROLET,Trax 4WD,SUV - SMALL,0.06666666666666665,0.07692307692307693,AS6,X,0.21590909090909088,0.24698795180722885,0.2272727272727273,0.3448275862068965,0.27699530516431925
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,0.6133333333333333,0.38461538461538464,AS7,Z,0.4204545454545454,0.37349397590361433,0.4045454545454546,0.1896551724137931,0.5093896713615024
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,0.21333333333333332,0.07692307692307693,A6,X,0.3219696969696969,0.3493975903614458,0.33181818181818185,0.24137931034482757,0.4014084507042254
CHEVROLET,Suburban FFV,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,X,0.43560606060606055,0.39156626506024084,0.4227272727272728,0.1724137931034483,0.5117370892018779
CHEVROLET,Camaro,SUBCOMPACT,0.36,0.23076923076923078,AS10,X,0.31439393939393934,0.24698795180722885,0.29090909090909095,0.27586206896551724,0.3544600938967136
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,0.36,0.23076923076923078,M6,X,0.40909090909090906,0.4457831325301205,0.41818181818181827,0.1724137931034483,0.5070422535211268
PORSCHE,CAYENNE,SUV - STANDARD,0.36,0.23076923076923078,A8,Z,0.3522727272727272,0.34337349397590355,0.35000000000000003,0.22413793103448276,0.42488262910798125
BMW,M240i xDrive Cabriolet,SUBCOMPACT,0.28,0.23076923076923078,AS8,Z,0.2727272727272727,0.25903614457831325,0.26818181818181824,0.29310344827586204,0.3215962441314554
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,0.5066666666666667,0.38461538461538464,A9,Z,0.35606060606060597,0.32530120481927705,0.3454545454545454,0.22413793103448276,0.42018779342723
PORSCHE,911 Turbo S Cabriolet,MINICOMPACT,0.3866666666666666,0.23076923076923078,AM7,Z,0.3219696969696969,0.35542168674698793,0.33181818181818185,0.24137931034482757,0.4014084507042254
TOYOTA,PRIUS,MID-SIZE,0.12,0.07692307692307693,AV,X,0.007575757575757597,0.03614457831325299,0.018181818181818216,0.896551724137931,0.01877934272300469
MAZDA,MX-5,TWO-SEATER,0.14666666666666667,0.07692307692307693,AS6,Z,0.2765151515151515,0.2710843373493975,0.27272727272727276,0.29310344827586204,0.31924882629107976
JEEP,PATRIOT,SUV - SMALL,0.2,0.07692307692307693,A6,X,0.2613636363636363,0.25903614457831325,0.25909090909090915,0.3103448275862069,0.30281690140845063
HYUNDAI,ACCENT,COMPACT,0.09333333333333335,0.07692307692307693,AS6,X,0.17803030303030304,0.13855421686746985,0.1636363636363637,0.44827586206896547,0.19483568075117372
MITSUBISHI,LANCER 4WD,COMPACT,0.2,0.07692307692307693,AV6,X,0.22727272727272724,0.23493975903614459,0.2318181818181818,0.3448275862068965,0.2723004694835681
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,0.5466666666666666,0.38461538461538464,AS8,E,0.6212121212121212,0.5783132530120481,0.6090909090909091,0.08620689655172414,0.431924882629108
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,0.3466666666666667,0.23076923076923078,AS10,X,0.3977272727272726,0.433734939759036,0.4090909090909091,0.1896551724137931,0.4976525821596244
MINI,COOPER COUNTRYMAN ALL4,STATION WAGON - SMALL,0.08000000000000002,0.0,M6,Z,0.2386363636363636,0.20481927710843376,0.2272727272727273,0.3448275862068965,0.27699530516431925
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,E,0.5984848484848484,0.6686746987951806,0.6227272727272728,0.08620689655172414,0.4436619718309859
BENTLEY,FLYING SPUR,MID-SIZE,0.41333333333333333,0.38461538461538464,AS8,Z,0.553030303030303,0.4036144578313252,0.5,0.13793103448275862,0.6032863849765258
MERCEDES-BENZ,AMG C 43 4MATIC CABRIOLET,SUBCOMPACT,0.28,0.23076923076923078,A9,Z,0.3068181818181818,0.32530120481927705,0.31363636363636366,0.25862068965517243,0.3755868544600939
FORD,FOCUS FFV,COMPACT,0.14666666666666667,0.07692307692307693,M5,X,0.18560606060606055,0.15662650602409636,0.1772727272727273,0.41379310344827586,0.20657276995305165
FIAT,500L,STATION WAGON - SMALL,0.06666666666666665,0.07692307692307693,A6,X,0.24242424242424238,0.2289156626506024,0.24090909090909096,0.32758620689655177,0.2816901408450704
CHEVROLET,SUBURBAN,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,X,0.4469696969696969,0.42771084337349385,0.440909090909091,0.15517241379310348,0.5187793427230046
CHEVROLET,Camaro ZL1,SUBCOMPACT,0.7066666666666667,0.38461538461538464,AS10,Z,0.5340909090909091,0.433734939759036,0.5,0.13793103448275862,0.607981220657277
CHEVROLET,Tahoe FFV,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,E,0.6439393939393938,0.5963855421686746,0.6272727272727272,0.08620689655172414,0.4741784037558685
JEEP,PATRIOT,SUV - SMALL,0.2,0.07692307692307693,A6,X,0.2651515151515151,0.27710843373493965,0.26818181818181824,0.29310344827586204,0.3145539906103286
KIA,RONDO,STATION WAGON - MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,X,0.24242424242424238,0.21686746987951802,0.23636363636363644,0.32758620689655177,0.27699530516431925
CHRYSLER,300 FFV,FULL-SIZE,0.36,0.23076923076923078,A8,E,0.4772727272727272,0.37951807228915657,0.4454545454545455,0.15517241379310348,0.312206572769953
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,0.2,0.07692307692307693,A9,X,0.2689393939393939,0.2650602409638554,0.26818181818181824,0.29310344827586204,0.3262910798122065
FIAT,500L TURBO,STATION WAGON - SMALL,0.06666666666666665,0.07692307692307693,AM6,X,0.21969696969696967,0.19277108433734938,0.2090909090909091,0.3620689655172414,0.24413145539906103
MERCEDES-BENZ,AMG S 65,FULL-SIZE,0.68,0.6923076923076923,A7,Z,0.5454545454545454,0.4156626506024096,0.5,0.13793103448275862,0.6103286384976526
HYUNDAI,SANTA FE AWD,SUV - SMALL,0.31999999999999995,0.23076923076923078,AS6,X,0.33333333333333326,0.34337349397590355,0.33636363636363636,0.24137931034482757,0.3943661971830986
CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,0.09333333333333335,0.07692307692307693,A9,D,0.13636363636363635,0.07228915662650601,0.11363636363636365,0.5517241379310345,0.19248826291079815
FORD,TAURUS FFV AWD,FULL-SIZE,0.3466666666666667,0.23076923076923078,AS6,X,0.35606060606060597,0.35542168674698793,0.37727272727272737,0.20689655172413796,0.4577464788732394
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,0.41333333333333333,0.23076923076923078,AS5,X,0.4015151515151515,0.5120481927710843,0.440909090909091,0.15517241379310348,0.528169014084507
JAGUAR,F-TYPE S COUPE,TWO-SEATER,0.28,0.23076923076923078,M6,Z,0.4204545454545454,0.35542168674698793,0.4000000000000001,0.1896551724137931,0.4835680751173709
GMC,CANYON,PICKUP TRUCK - SMALL,0.21333333333333332,0.07692307692307693,M6,X,0.303030303030303,0.30722891566265054,0.3045454545454546,0.25862068965517243,0.35680751173708913
AUDI,Q3 quattro,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,X,0.3068181818181818,0.27710843373493965,0.29545454545454547,0.27586206896551724,0.35680751173708913
AUDI,TT Coupe quattro,SUBCOMPACT,0.14666666666666667,0.07692307692307693,AM7,X,0.23106060606060608,0.2228915662650602,0.2272727272727273,0.3448275862068965,0.27464788732394363
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,0.14666666666666667,0.07692307692307693,AS8,X,0.2121212121212121,0.28915662650602403,0.23636363636363644,0.32758620689655177,0.28873239436619713
JAGUAR,E-PACE P250,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS9,Z,0.25757575757575757,0.2650602409638554,0.25909090909090915,0.3103448275862069,0.31690140845070425
LEXUS,IS 250 AWD,COMPACT,0.21333333333333332,0.23076923076923078,AS6,Z,0.28787878787878785,0.2831325301204818,0.28636363636363643,0.27586206896551724,0.3356807511737089
ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,0.7733333333333333,0.6923076923076923,AS8,Z,0.6022727272727273,0.4879518072289155,0.5636363636363637,0.10344827586206895,0.6807511737089201
MAZDA,MAZDA6 (SIL),MID-SIZE,0.21333333333333332,0.07692307692307693,M6,X,0.2121212121212121,0.17469879518072287,0.1954545454545455,0.396551724137931,0.23474178403755872
GENESIS,G90 AWD,FULL-SIZE,0.31999999999999995,0.23076923076923078,AS8,Z,0.35984848484848475,0.34337349397590355,0.35454545454545455,0.22413793103448276,0.4295774647887324
